"StadiumName","game_id","Season","TimeStartGame","TimeEndGame","TZOffset","Source","DistanceToStation","TimeMeasure","Temperature","DewPoint","Humidity","Precipitation","WindSpeed","WindDirection","Pressure","EstimatedCondition","HomeTeam","RoofType","Longitude","Latitude","StadiumAzimuthAngle","Date"
"Paul Brown Stadium",2013111702,2013,"11/17/2013 13:00","11/17/2013 16:28",-5,"Meteostat",3.29,"11/17/2013 18:00|11/17/2013 15:00|11/17/2013 13:00|11/17/2013 17:00|11/17/2013 14:00|11/17/2013 12:00|11/17/2013 16:00",63.0114285714286,60.3114285714286,90.8571428571429,0.0394285714285714,12.8457142857143,184.285714285714,29.6375714285714,"Moderate Rain|Light Rain|Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/17/2013"
"Paul Brown Stadium",2012010102,2011,"1/1/2012 16:15","1/1/2012 19:14",-5,"Meteostat",3.29,"1/1/2012 20:00|1/1/2012 21:00|1/1/2012 17:00|1/1/2012 18:00|1/1/2012 16:00|1/1/2012 19:00",41.21,21.65,46.1666666666667,0,22.7116666666667,271.666666666667,30.0930333333333,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"01/01/2012"
"Paul Brown Stadium",2017121002,2017,"12/10/2017 13:00","12/10/2017 16:10",-5,"Meteostat",3.29,"12/10/2017 15:00|12/10/2017 16:00|12/10/2017 17:00|12/10/2017 13:00|12/10/2017 14:00|12/10/2017 12:00|12/10/2017 18:00",34.0057142857143,19.6057142857143,55.2857142857143,0,13.9642857142857,208.571428571429,30.0547714285714,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/10/2017"
"Paul Brown Stadium",2019122903,2019,"12/29/2019 13:00","12/29/2019 16:00",-5,"Meteostat",3.29,"12/29/2019 12:00|12/29/2019 18:00|12/29/2019 16:00|12/29/2019 17:00|12/29/2019 13:00|12/29/2019 15:00|12/29/2019 14:00",59.1542857142857,58.1514285714286,96.4285714285714,0.036,4.65142857142857,218,29.7839285714286,"Light Rain","CIN","Outdoor",-84.516,39.095,320.6,"12/29/2019"
"Paul Brown Stadium",2011100200,2011,"10/2/2011 13:00","10/2/2011 16:07",-4,"Meteostat",3.29,"10/2/2011 13:00|10/2/2011 17:00|10/2/2011 18:00|10/2/2011 12:00|10/2/2011 16:00|10/2/2011 14:00|10/2/2011 15:00",60.7228571428571,34.2371428571429,37.8571428571429,0,9.03714285714286,287.142857142857,30.1303,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/02/2011"
"Paul Brown Stadium",2015100403,2015,"10/4/2015 13:00","10/4/2015 16:17",-4,"Meteostat",3.29,"10/4/2015 15:00|10/4/2015 16:00|10/4/2015 17:00|10/4/2015 18:00|10/4/2015 14:00|10/4/2015 12:00|10/4/2015 13:00",72.86,59.0771428571429,62.1428571428571,0,8.71857142857143,67.1428571428571,30.0366285714286,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/04/2015"
"Paul Brown Stadium",2017120400,2017,"12/4/2017 20:30","12/4/2017 23:55",-5,"Meteostat",3.29,"12/4/2017 23:00|12/4/2017 22:00|12/5/2017 0:00|12/5/2017 1:00|12/4/2017 21:00|12/4/2017 20:00",58.67,44.99,61.8333333333333,0.0124,12.2716666666667,188.333333333333,29.92665,"Light Rain|NA|Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/04/2017"
"Paul Brown Stadium",2013120801,2013,"12/8/2013 13:00","12/8/2013 16:11",-5,"Meteostat",3.29,"12/8/2013 15:00|12/8/2013 16:00|12/8/2013 17:00|12/8/2013 14:00|12/8/2013 18:00|12/8/2013 13:00|12/8/2013 12:00",27.5771428571429,24.3885714285714,87.8571428571429,0,5.93142857142857,56.6666666666667,30.1982142857143,"Clear|NA","CIN","Outdoor",-84.516,39.095,320.6,"12/08/2013"
"Paul Brown Stadium",2015092002,2015,"9/20/2015 13:00","9/20/2015 16:06",-4,"Meteostat",3.59285714285714,"9/20/2015 16:00|9/20/2015 17:00|9/20/2015 12:00|9/20/2015 13:00|9/20/2015 15:00|9/20/2015 14:00|9/20/2015 18:00",71.4457142857143,49.3828571428571,46,0,8.87714285714286,38.5714285714286,30.1079142857143,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/20/2015"
"Paul Brown Stadium",2014110200,2014,"11/2/2014 13:00","11/2/2014 16:13",-5,"Meteostat",3.29,"11/2/2014 16:00|11/2/2014 14:00|11/2/2014 17:00|11/2/2014 13:00|11/2/2014 18:00|11/2/2014 12:00|11/2/2014 15:00",45.14,21.0971428571429,39,0,3.01714285714286,185,30.4340285714286,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/02/2014"
"Paul Brown Stadium",2015112902,2015,"11/29/2015 13:00","11/29/2015 15:51",-5,"Meteostat",3.29,"11/29/2015 12:00|11/29/2015 15:00|11/29/2015 16:00|11/29/2015 17:00|11/29/2015 13:00|11/29/2015 14:00",44.15,38.27,79.6666666666667,0,9.01,43.3333333333333,30.24805,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/29/2015"
"Paul Brown Stadium",2017100800,2017,"10/8/2017 13:00","10/8/2017 16:00",-4,"Meteostat",3.29,"10/8/2017 18:00|10/8/2017 17:00|10/8/2017 12:00|10/8/2017 15:00|10/8/2017 16:00|10/8/2017 14:00|10/8/2017 13:00",65.12,64.4,97.5714285714286,0.116428571428571,4.13714285714286,91.6666666666667,29.8522857142857,"Light Rain|Moderate Rain","CIN","Outdoor",-84.516,39.095,320.6,"10/08/2017"
"Paul Brown Stadium",2011112701,2011,"11/27/2011 13:00","11/27/2011 16:12",-5,"Meteostat",3.29,"11/27/2011 18:00|11/27/2011 17:00|11/27/2011 13:00|11/27/2011 16:00|11/27/2011 15:00|11/27/2011 12:00|11/27/2011 14:00",53.8571428571429,51.3885714285714,91.2857142857143,0.0354285714285714,6.48,248.571428571429,29.8864571428571,"Light Rain","CIN","Outdoor",-84.516,39.095,320.6,"11/27/2011"
"Paul Brown Stadium",2017122402,2017,"12/24/2017 13:00","12/24/2017 16:08",-5,"Meteostat",3.29,"12/24/2017 13:00|12/24/2017 12:00|12/24/2017 17:00|12/24/2017 15:00|12/24/2017 16:00|12/24/2017 14:00|12/24/2017 18:00",35.2914285714286,31.1771428571429,85.5714285714286,0.00614285714285714,5.48571428571429,186.666666666667,29.9817857142857,"Clear|Light Snow","CIN","Outdoor",-84.516,39.095,320.6,"12/24/2017"
"Paul Brown Stadium",2012120909,2012,"12/9/2012 13:00","12/9/2012 16:16",-5,"Meteostat",3.29,"12/9/2012 14:00|12/9/2012 15:00|12/9/2012 12:00|12/9/2012 18:00|12/9/2012 13:00|12/9/2012 17:00|12/9/2012 16:00",56.9942857142857,55.3228571428571,94.1428571428571,0.00171428571428571,4.61714285714286,178.333333333333,29.8438571428571,"Clear|Light Rain","CIN","Outdoor",-84.516,39.095,320.6,"12/09/2012"
"Paul Brown Stadium",2013102707,2013,"10/27/2013 16:05","10/27/2013 19:03",-4,"Meteostat",3.29,"10/27/2013 19:00|10/27/2013 21:00|10/27/2013 17:00|10/27/2013 20:00|10/27/2013 18:00|10/27/2013 16:00",50.18,35.42,59.6666666666667,0,1.57333333333333,205,30.0767666666667,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/27/2013"
"Paul Brown Stadium",2012123002,2012,"12/30/2012 13:00","12/30/2012 16:13",-5,"Meteostat",3.29,"12/30/2012 13:00|12/30/2012 12:00|12/30/2012 16:00|12/30/2012 18:00|12/30/2012 15:00|12/30/2012 17:00|12/30/2012 14:00",26.9857142857143,19.5028571428571,73.1428571428571,0,7.75857142857143,212.857142857143,30.4492,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/30/2012"
"Paul Brown Stadium",2010110800,2010,"11/8/2010 20:30","11/8/2010 23:36",-5,"Meteostat",3.29,"11/9/2010 1:00|11/9/2010 0:00|11/8/2010 23:00|11/8/2010 22:00|11/8/2010 20:00|11/8/2010 21:00",39.68,33.53,79,0,0,NA,30.0152666666667,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/08/2010"
"Paul Brown Stadium",2016092900,2016,"9/29/2016 20:25","9/29/2016 23:16",-4,"Meteostat",3.29,"9/30/2016 0:00|9/30/2016 1:00|9/29/2016 22:00|9/29/2016 20:00|9/29/2016 21:00|9/29/2016 23:00",57.65,57.47,99.3333333333333,0.0223333333333333,3.81333333333333,68,30.0767833333333,"Light Rain|Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/29/2016"
"Paul Brown Stadium",2010103102,2010,"10/31/2010 13:00","10/31/2010 15:57",-4,"Meteostat",3.29,"10/31/2010 16:00|10/31/2010 15:00|10/31/2010 13:00|10/31/2010 12:00|10/31/2010 14:00|10/31/2010 17:00",55.82,35.99,47.8333333333333,0,9.97166666666667,20,30.1122166666667,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/31/2010"
"Paul Brown Stadium",2018121604,2018,"12/16/2018 13:00","12/16/2018 16:13",-5,"Meteostat",3.29,"12/16/2018 13:00|12/16/2018 12:00|12/16/2018 16:00|12/16/2018 15:00|12/16/2018 14:00|12/16/2018 17:00|12/16/2018 18:00",44.8571428571429,40.6914285714286,85.2857142857143,0,5.09714285714286,250,30.0902,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/16/2018"
"Paul Brown Stadium",2018102803,2018,"10/28/2018 13:00","10/28/2018 16:23",-4,"Meteostat",3.29,"10/28/2018 17:00|10/28/2018 13:00|10/28/2018 18:00|10/28/2018 15:00|10/28/2018 16:00|10/28/2018 14:00|10/28/2018 12:00",59.8485714285714,45.5,61.7142857142857,0.00171428571428571,18.2685714285714,230,29.6894428571429,"Clear|Light Rain","CIN","Outdoor",-84.516,39.095,320.6,"10/28/2018"
"Paul Brown Stadium",2018091300,2018,"9/13/2018 20:20","9/13/2018 23:46",-4,"Meteostat",3.29,"9/13/2018 21:00|9/13/2018 22:00|9/13/2018 20:00|9/14/2018 1:00|9/13/2018 23:00|9/14/2018 0:00",69.5,69.2,99,0,0,NA,30.0925333333333,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/13/2018"
"Paul Brown Stadium",2019120102,2019,"12/1/2019 13:00","12/1/2019 16:11",-5,"Meteostat",3.29,"12/1/2019 13:00|12/1/2019 18:00|12/1/2019 12:00|12/1/2019 17:00|12/1/2019 16:00|12/1/2019 15:00|12/1/2019 14:00",43.8542857142857,32.4628571428571,64.2857142857143,0.00171428571428571,14.45,251.428571428571,29.5295571428571,"Clear|Light Rain","CIN","Outdoor",-84.516,39.095,320.6,"12/01/2019"
"Paul Brown Stadium",2018100702,2018,"10/7/2018 13:00","10/7/2018 16:02",-4,"Meteostat",3.29,"10/7/2018 14:00|10/7/2018 16:00|10/7/2018 17:00|10/7/2018 18:00|10/7/2018 13:00|10/7/2018 12:00|10/7/2018 15:00",85.0228571428571,71.5228571428571,64.2857142857143,0,2.30857142857143,196.666666666667,30.1480142857143,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/07/2018"
"Paul Brown Stadium",2012102110,2012,"10/21/2012 20:20","10/21/2012 23:21",-4,"Meteostat",3.29,"10/21/2012 20:00|10/21/2012 21:00|10/22/2012 1:00|10/22/2012 0:00|10/21/2012 23:00|10/21/2012 22:00",50.42,47.39,89.6666666666667,0,0.56,40,30.1004,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/21/2012"
"Paul Brown Stadium",2012100705,2012,"10/7/2012 13:00","10/7/2012 16:06",-4,"Meteostat",3.29,"10/7/2012 16:00|10/7/2012 15:00|10/7/2012 18:00|10/7/2012 17:00|10/7/2012 12:00|10/7/2012 13:00|10/7/2012 14:00",50.9,34.3142857142857,52.8571428571429,0,7.91857142857143,275.714285714286,30.1788,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/07/2012"
"Paul Brown Stadium",2010101006,2010,"10/10/2010 13:00","10/10/2010 16:25",-4,"Meteostat",3.29,"10/10/2010 18:00|10/10/2010 13:00|10/10/2010 17:00|10/10/2010 14:00|10/10/2010 16:00|10/10/2010 12:00|10/10/2010 15:00",84.74,50.4114285714286,30.7142857142857,0,5.32571428571429,235,29.9286428571429,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/10/2010"
"Paul Brown Stadium",2017112601,2017,"11/26/2017 13:00","11/26/2017 15:54",-5,"Meteostat",3.29,"11/26/2017 16:00|11/26/2017 14:00|11/26/2017 15:00|11/26/2017 12:00|11/26/2017 17:00|11/26/2017 13:00",49.34,30.11,47.6666666666667,0,8.07833333333333,246.666666666667,30.2141,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/26/2017"
"Paul Brown Stadium",2010112102,2010,"11/21/2010 13:00","11/21/2010 16:12",-5,"Meteostat",3.29,"11/21/2010 12:00|11/21/2010 13:00|11/21/2010 14:00|11/21/2010 15:00|11/21/2010 18:00|11/21/2010 16:00|11/21/2010 17:00",66.3028571428571,43.5714285714286,44.4285714285714,0,14.9214285714286,212.857142857143,30.1391428571429,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/21/2010"
"Paul Brown Stadium",2016121812,2016,"12/18/2016 13:00","12/18/2016 16:15",-5,"Meteostat",3.29,"12/18/2016 15:00|12/18/2016 14:00|12/18/2016 18:00|12/18/2016 17:00|12/18/2016 16:00|12/18/2016 12:00|12/18/2016 13:00",25.1857142857143,18.5257142857143,75.5714285714286,0,6.64,297.142857142857,30.4728285714286,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/18/2016"
"Paul Brown Stadium",2019111001,2019,"11/10/2019 13:00","11/10/2019 15:50",-5,"Meteostat",3.29,"11/10/2019 17:00|11/10/2019 14:00|11/10/2019 16:00|11/10/2019 15:00|11/10/2019 12:00|11/10/2019 13:00",61.82,39.98,44.5,0,13.05,201.666666666667,29.9724333333333,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/10/2019"
"Paul Brown Stadium",2010091912,2010,"9/19/2010 13:00","9/19/2010 16:07",-4,"Meteostat",3.29,"9/19/2010 14:00|9/19/2010 15:00|9/19/2010 18:00|9/19/2010 16:00|9/19/2010 13:00|9/19/2010 17:00|9/19/2010 12:00",82.0142857142857,57.2514285714286,44,0,4.13714285714286,268,30.1100428571429,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/19/2010"
"Paul Brown Stadium",2011122408,2011,"12/24/2011 13:00","12/24/2011 16:04",-5,"Meteostat",3.29,"12/24/2011 12:00|12/24/2011 18:00|12/24/2011 13:00|12/24/2011 16:00|12/24/2011 14:00|12/24/2011 15:00|12/24/2011 17:00",40.0228571428571,27.86,61.7142857142857,0,8.39857142857143,210,30.3968714285714,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/24/2011"
"Paul Brown Stadium",2016010302,2015,"1/3/2016 13:00","1/3/2016 16:17",-5,"Meteostat",3.29,"1/3/2016 18:00|1/3/2016 17:00|1/3/2016 12:00|1/3/2016 16:00|1/3/2016 15:00|1/3/2016 14:00|1/3/2016 13:00",34.7514285714286,25.6228571428571,69.1428571428571,0,7.30428571428571,322.857142857143,30.1062428571429,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"01/03/2016"
"Paul Brown Stadium",2019121501,2019,"12/15/2019 13:00","12/15/2019 16:05",-5,"Meteostat",3.29,"12/15/2019 18:00|12/15/2019 12:00|12/15/2019 14:00|12/15/2019 13:00|12/15/2019 15:00|12/15/2019 16:00|12/15/2019 17:00",36.4485714285714,23.5142857142857,59.1428571428571,0,1.98857142857143,235,30.1661428571429,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/15/2019"
"Paul Brown Stadium",2019091501,2019,"9/15/2019 13:00","9/15/2019 15:59",-4,"Meteostat",3.29,"9/15/2019 16:00|9/15/2019 17:00|9/15/2019 14:00|9/15/2019 15:00|9/15/2019 12:00|9/15/2019 13:00",82.31,56.87,42.3333333333333,0,4.26666666666667,178.333333333333,30.1407833333333,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/15/2019"
"Paul Brown Stadium",2019102002,2019,"10/20/2019 13:00","10/20/2019 16:17",-4,"Meteostat",3.29,"10/20/2019 17:00|10/20/2019 12:00|10/20/2019 14:00|10/20/2019 16:00|10/20/2019 15:00|10/20/2019 13:00|10/20/2019 18:00",71.7028571428571,54.5771428571429,55.4285714285714,0,2.62857142857143,180,29.8889857142857,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/20/2019"
"Paul Brown Stadium",2011092507,2011,"9/25/2011 13:00","9/25/2011 16:07",-4,"Meteostat",3.29,"9/25/2011 15:00|9/25/2011 18:00|9/25/2011 16:00|9/25/2011 17:00|9/25/2011 14:00|9/25/2011 12:00|9/25/2011 13:00",73.8628571428571,56.9685714285714,56,0,5.45,241.666666666667,29.9265142857143,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/25/2011"
"Paul Brown Stadium",2014091402,2014,"9/14/2014 13:00","9/14/2014 16:11",-4,"Meteostat",3.29,"9/14/2014 15:00|9/14/2014 13:00|9/14/2014 16:00|9/14/2014 18:00|9/14/2014 17:00|9/14/2014 14:00|9/14/2014 12:00",68,46.76,46.7142857142857,0,4.33142857142857,192,30.2538714285714,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/14/2014"
"Paul Brown Stadium",2010120508,2010,"12/5/2010 13:00","12/5/2010 16:09",-5,"Meteostat",3.29,"12/5/2010 13:00|12/5/2010 12:00|12/5/2010 18:00|12/5/2010 15:00|12/5/2010 14:00|12/5/2010 17:00|12/5/2010 16:00",30.2771428571429,22.3057142857143,72,0,10.0757142857143,285.714285714286,30.2289857142857,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/05/2010"
"Paul Brown Stadium",2011121103,2011,"12/11/2011 13:00","12/11/2011 16:07",-5,"Meteostat",3.29,"12/11/2011 17:00|12/11/2011 16:00|12/11/2011 18:00|12/11/2011 15:00|12/11/2011 13:00|12/11/2011 12:00|12/11/2011 14:00",37.2457142857143,16.3142857142857,43,0,2.11428571428571,215,30.5445285714286,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/11/2011"
"Paul Brown Stadium",2014010500,2013,"1/5/2014 13:05","1/5/2014 16:15",-5,"Meteostat",3.29,"1/5/2014 14:00|1/5/2014 13:00|1/5/2014 18:00|1/5/2014 15:00|1/5/2014 16:00|1/5/2014 17:00",41.87,37.79,85.8333333333333,0.0366666666666667,4.59833333333333,180,29.6436666666667,"Clear|Moderate Rain|Light Rain","CIN","Outdoor",-84.516,39.095,320.6,"01/05/2014"
"Paul Brown Stadium",2017010101,2016,"1/1/2017 13:00","1/1/2017 15:50",-5,"Meteostat",3.29,"1/1/2017 16:00|1/1/2017 17:00|1/1/2017 13:00|1/1/2017 14:00|1/1/2017 12:00|1/1/2017 15:00",43.16,38.15,83,0,6.77333333333333,56.6666666666667,30.1574833333333,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"01/01/2017"
"Paul Brown Stadium",2014122200,2014,"12/22/2014 20:30","12/22/2014 23:50",-5,"Meteostat",3.29,"12/22/2014 21:00|12/23/2014 0:00|12/22/2014 20:00|12/22/2014 23:00|12/23/2014 1:00|12/22/2014 22:00",43.7,39.05,84.3333333333333,0.0236666666666667,2.69333333333333,115,29.7662,"Clear|Moderate Rain|Light Rain","CIN","Outdoor",-84.516,39.095,320.6,"12/22/2014"
"Paul Brown Stadium",2015110500,2015,"11/5/2015 20:25","11/5/2015 23:16",-5,"Meteostat",3.29,"11/5/2015 21:00|11/5/2015 20:00|11/5/2015 22:00|11/5/2015 23:00|11/6/2015 0:00|11/6/2015 1:00",65.3,59.48,81.6666666666667,0.002,5.385,208,29.9911333333333,"Clear|Light Rain","CIN","Outdoor",-84.516,39.095,320.6,"11/05/2015"
"Paul Brown Stadium",2013100601,2013,"10/6/2013 13:00","10/6/2013 15:56",-4,"Meteostat",3.29,"10/6/2013 16:00|10/6/2013 15:00|10/6/2013 14:00|10/6/2013 17:00|10/6/2013 12:00|10/6/2013 13:00",69.98,66.11,88.6666666666667,0.0918333333333333,11.495,193.333333333333,29.7746,"Moderate Rain|Clear|Light Rain","CIN","Outdoor",-84.516,39.095,320.6,"10/06/2013"
"Paul Brown Stadium",2017091400,2017,"9/14/2017 20:25","9/14/2017 23:29",-4,"Meteostat",3.29,"9/14/2017 23:00|9/14/2017 20:00|9/14/2017 22:00|9/15/2017 1:00|9/14/2017 21:00|9/15/2017 0:00",65.48,63.98,95.1666666666667,0,1.12,50,29.9896833333333,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/14/2017"
"Paul Brown Stadium",2016010901,2015,"1/9/2016 20:15","1/9/2016 23:56",-5,"Meteostat",3.29,"1/9/2016 23:00|1/10/2016 0:00|1/9/2016 21:00|1/9/2016 22:00|1/9/2016 20:00|1/10/2016 1:00",48.47,47.33,96,0.0603333333333333,2.88,137.5,29.6062666666667,"Light Rain|Moderate Rain|Clear","CIN","Outdoor",-84.516,39.095,320.6,"01/09/2016"
"Paul Brown Stadium",2018111101,2018,"11/11/2018 13:00","11/11/2018 15:44",-5,"Meteostat",3.29,"11/11/2018 15:00|11/11/2018 12:00|11/11/2018 14:00|11/11/2018 16:00|11/11/2018 13:00|11/11/2018 17:00",42.86,21.41,42.3333333333333,0,5.76,170,30.3312166666667,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/11/2018"
"Paul Brown Stadium",2014102602,2014,"10/26/2014 13:00","10/26/2014 15:59",-4,"Meteostat",3.29,"10/26/2014 16:00|10/26/2014 17:00|10/26/2014 13:00|10/26/2014 14:00|10/26/2014 12:00|10/26/2014 15:00",65.3,32.54,30,0,4.64,218,29.99705,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/26/2014"
"Paul Brown Stadium",2019112403,2019,"11/24/2019 13:00","11/24/2019 16:08",-5,"Meteostat",3.29,"11/24/2019 18:00|11/24/2019 17:00|11/24/2019 13:00|11/24/2019 14:00|11/24/2019 16:00|11/24/2019 12:00|11/24/2019 15:00",45.9885714285714,35.1371428571429,66,0,11.54,225.714285714286,29.8004,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/24/2019"
"Paul Brown Stadium",2013122202,2013,"12/22/2013 13:00","12/22/2013 15:55",-5,"Meteostat",3.29,"12/22/2013 15:00|12/22/2013 17:00|12/22/2013 12:00|12/22/2013 13:00|12/22/2013 16:00|12/22/2013 14:00",52.01,44.48,75.5,0,14.0116666666667,230,29.8809,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/22/2013"
"Paul Brown Stadium",2018120201,2018,"12/2/2018 13:00","12/2/2018 16:13",-5,"Meteostat",3.29,"12/2/2018 14:00|12/2/2018 18:00|12/2/2018 17:00|12/2/2018 13:00|12/2/2018 15:00|12/2/2018 12:00|12/2/2018 16:00",62.5485714285714,42.3885714285714,48.1428571428571,0,19.1385714285714,225.714285714286,29.4763857142857,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/02/2018"
"Paul Brown Stadium",2011111303,2011,"11/13/2011 13:00","11/13/2011 15:58",-5,"Meteostat",3.29,"11/13/2011 14:00|11/13/2011 15:00|11/13/2011 13:00|11/13/2011 12:00|11/13/2011 16:00|11/13/2011 17:00",65.48,49.94,57.1666666666667,0,20.5466666666667,201.666666666667,29.7431,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/13/2011"
"Paul Brown Stadium",2016092502,2016,"9/25/2016 13:00","9/25/2016 16:05",-4,"Meteostat",3.29,"9/25/2016 15:00|9/25/2016 12:00|9/25/2016 14:00|9/25/2016 13:00|9/25/2016 16:00|9/25/2016 17:00|9/25/2016 18:00",81.68,66.2771428571429,59.8571428571429,0,1.31428571428571,170,30.0712428571429,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/25/2016"
"Paul Brown Stadium",2018101401,2018,"10/14/2018 13:00","10/14/2018 16:08",-4,"Meteostat",3.29,"10/14/2018 14:00|10/14/2018 15:00|10/14/2018 13:00|10/14/2018 12:00|10/14/2018 16:00|10/14/2018 17:00|10/14/2018 18:00",52.4685714285714,51.8771428571429,97.8571428571429,0.00628571428571429,3.62285714285714,113.333333333333,30.0560285714286,"Light Rain|Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/14/2018"
"Paul Brown Stadium",2016120403,2016,"12/4/2016 13:00","12/4/2016 16:03",-5,"Meteostat",3.29,"12/4/2016 13:00|12/4/2016 12:00|12/4/2016 17:00|12/4/2016 16:00|12/4/2016 14:00|12/4/2016 15:00|12/4/2016 18:00",43.8542857142857,33.3628571428571,67.2857142857143,0.00342857142857143,3.97714285714286,112.5,29.9919,"Clear|Light Rain","CIN","Outdoor",-84.516,39.095,320.6,"12/04/2016"
"Paul Brown Stadium",2017102902,2017,"10/29/2017 13:00","10/29/2017 16:11",-4,"Meteostat",3.29,"10/29/2017 13:00|10/29/2017 18:00|10/29/2017 15:00|10/29/2017 16:00|10/29/2017 17:00|10/29/2017 14:00|10/29/2017 12:00",39.92,28.76,64,0,8.87571428571429,287.142857142857,29.8750714285714,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/29/2017"
"Paul Brown Stadium",2012112500,2012,"11/25/2012 13:00","11/25/2012 16:11",-5,"Meteostat",3.29,"11/25/2012 18:00|11/25/2012 17:00|11/25/2012 16:00|11/25/2012 15:00|11/25/2012 14:00|11/25/2012 13:00|11/25/2012 12:00",45.3971428571429,24.2342857142857,43.2857142857143,0,8.42571428571429,218.571428571429,29.9585857142857,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"11/25/2012"
"Paul Brown Stadium",2013092201,2013,"9/22/2013 13:00","9/22/2013 16:17",-4,"Meteostat",3.29,"9/22/2013 18:00|9/22/2013 13:00|9/22/2013 17:00|9/22/2013 12:00|9/22/2013 14:00|9/22/2013 15:00|9/22/2013 16:00",66.2771428571429,44.9085714285714,46.2857142857143,0,8.07,183.333333333333,29.9788571428571,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/22/2013"
"Paul Brown Stadium",2014092101,2014,"9/21/2014 13:00","9/21/2014 15:56",-4,"Meteostat",3.29,"9/21/2014 17:00|9/21/2014 15:00|9/21/2014 12:00|9/21/2014 16:00|9/21/2014 13:00|9/21/2014 14:00",77.69,50.33,39.6666666666667,0,16.88,281.666666666667,29.8365833333333,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"09/21/2014"
"Paul Brown Stadium",2015101102,2015,"10/11/2015 13:00","10/11/2015 16:19",-4,"Meteostat",3.29,"10/11/2015 18:00|10/11/2015 13:00|10/11/2015 14:00|10/11/2015 12:00|10/11/2015 17:00|10/11/2015 16:00|10/11/2015 15:00",69.1828571428571,49.1771428571429,49.4285714285714,0,8.71714285714286,200,29.9438285714286,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"10/11/2015"
"Paul Brown Stadium",2010121902,2010,"12/19/2010 13:00","12/19/2010 15:51",-5,"Meteostat",3.29,"12/19/2010 16:00|12/19/2010 13:00|12/19/2010 14:00|12/19/2010 17:00|12/19/2010 15:00|12/19/2010 12:00",29.69,19.67,66,0,7.51833333333333,243.333333333333,30.15995,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/19/2010"
"Paul Brown Stadium",2015121302,2015,"12/13/2015 13:00","12/13/2015 16:10",-5,"Meteostat",3.29,"12/13/2015 17:00|12/13/2015 16:00|12/13/2015 15:00|12/13/2015 18:00|12/13/2015 13:00|12/13/2015 12:00|12/13/2015 14:00",62.5742857142857,54.0628571428571,73.8571428571429,0,4.06857142857143,161.428571428571,29.9518285714286,"Clear","CIN","Outdoor",-84.516,39.095,320.6,"12/13/2015"
